ID Google Scholar,Name,Affiliation,Citations,Profile URL
sdI1ypoAAAAJ,Karolus E. Lature,"Faculty of Law, Parahyangan Catholic University",23,https://scholar.google.com/citations?hl=en&user=sdI1ypoAAAAJ
TYGLKcIAAAAJ,Chris Petra Agung,Universitas Katolik Parahyangan,23,https://scholar.google.com/citations?hl=en&user=TYGLKcIAAAAJ
6_kOeCkAAAAJ,Raymondhus Widhiastono,"Administrasi, Universitas Katolik Parahyangan",23,https://scholar.google.com/citations?hl=en&user=6_kOeCkAAAAJ
RwDakq4AAAAJ,"Yunita Miftahul Jannah, S.Pd., M.Pd.",Universitas Katolik Parahyangan Bandung,23,https://scholar.google.com/citations?hl=en&user=RwDakq4AAAAJ
aht5GzoAAAAJ,John Lumbantobing,Universitas Katolik Parahyangan,22,https://scholar.google.com/citations?hl=en&user=aht5GzoAAAAJ
7_F2wloAAAAJ,Evirius Ndruru,Layanan Bahasa Universitas Katolik Parahyangan,22,https://scholar.google.com/citations?hl=en&user=7_F2wloAAAAJ
DD9nyUYAAAAJ,Ronald Julion Suryadi,Universitas Katolik Parahyangan,22,https://scholar.google.com/citations?hl=en&user=DD9nyUYAAAAJ
fJH76nAAAAAJ,Pascal Alfadian,Universitas Katolik Parahyangan,21,https://scholar.google.com/citations?hl=en&user=fJH76nAAAAAJ
aCoWUHkAAAAJ,Muchtar Haryanto Panjaitan,Universitas Katolik Parahyangan,21,https://scholar.google.com/citations?hl=en&user=aCoWUHkAAAAJ
yg49qC0AAAAJ,Maruli Simalango,UNPAR STHB AKPI PERADI,21,https://scholar.google.com/citations?hl=en&user=yg49qC0AAAAJ
LYhOzAQAAAAJ,Kezia Tarigan,Universitas katolik parahyangan,21,https://scholar.google.com/citations?hl=en&user=LYhOzAQAAAAJ
gsqlNB8AAAAJ,Naufal Armia Arifin,"Bachelor of Political Science, Parahyangan Catholic University",20,https://scholar.google.com/citations?hl=en&user=gsqlNB8AAAAJ
Ai2nQE8AAAAJ,B. Ario Tejo S.,Universitas Katolik Parahyangan,20,https://scholar.google.com/citations?hl=en&user=Ai2nQE8AAAAJ
pr_xOecAAAAJ,Aluisius Dwi Rachmanto,"Faculty of Law, Parahyangan Catholic University",19,https://scholar.google.com/citations?hl=en&user=pr_xOecAAAAJ
chgMVKMAAAAJ,Theo Senjaya,Parahyangan Catholic University,19,https://scholar.google.com/citations?hl=en&user=chgMVKMAAAAJ
NJTTJQYAAAAJ,Syayu Zhukhruffa,Catholic Parahyangan University,19,https://scholar.google.com/citations?hl=en&user=NJTTJQYAAAAJ
INuOUG4AAAAJ,Fiqih Rahmanto,"Lecture Assistant, University of Tanjungpura",19,https://scholar.google.com/citations?hl=en&user=INuOUG4AAAAJ
WUHmAWkAAAAJ,Yanly Gandawidjaja,Universitas Katolik Parahyangan,19,https://scholar.google.com/citations?hl=en&user=WUHmAWkAAAAJ
SH0XJpoAAAAJ,Filiani Natalia Salim,Universitas Katolik Parahyangan,19,https://scholar.google.com/citations?hl=en&user=SH0XJpoAAAAJ
L3amMl8AAAAJ,Natalia Christi,Parahyangan Catholic University,18,https://scholar.google.com/citations?hl=en&user=L3amMl8AAAAJ
7TF4nKIAAAAJ,Adelbertus Irawan Justiniarto Hartono,"Lecturer of International Relations, Universitas Katolik Parahyangan",18,https://scholar.google.com/citations?hl=en&user=7TF4nKIAAAAJ
0vd6B48AAAAJ,Adrianus Adityo Vito Ramon,"Assistant Professor in International Law, Faculty of Law, Parahyangan Catholic University",18,https://scholar.google.com/citations?hl=en&user=0vd6B48AAAAJ
219An-4AAAAJ,Lidya Fransisca Tjong,Universitas Katolik Parahyangan,18,https://scholar.google.com/citations?hl=en&user=219An-4AAAAJ
u6jl6z8AAAAJ,Rochana Esti Pramesti,"Dosen Arsitektur, Universitas Katolik Parahyangan",18,https://scholar.google.com/citations?hl=en&user=u6jl6z8AAAAJ
DYSCXm8AAAAJ,Felivia,Parahyangan Catholic University,18,https://scholar.google.com/citations?hl=en&user=DYSCXm8AAAAJ
GY8wNVsAAAAJ,Robyn Irawan,Parahyangan Catholic University,18,https://scholar.google.com/citations?hl=en&user=GY8wNVsAAAAJ
-VUeCAMAAAAJ,Lydia Mutiara Dewi,Universitas Katolik Parahyangan,18,https://scholar.google.com/citations?hl=en&user=-VUeCAMAAAAJ
FOdVc0kAAAAJ,Sahid Sahid,Parahyangan Catholic University,18,https://scholar.google.com/citations?hl=en&user=FOdVc0kAAAAJ
WOgB-DoAAAAJ,Atty Yuniawati,Universitas Katolik Parahyangan,17,https://scholar.google.com/citations?hl=en&user=WOgB-DoAAAAJ
j67fLgQAAAAJ,FX Budiwidodo Pangarso,"… Professor in Achitecture of the City, Parahyangan Catholic University, Bandung, West Java",17,https://scholar.google.com/citations?hl=en&user=j67fLgQAAAAJ
mKGXpUUAAAAJ,Hilda Leilani Masniaritta,"Lecturer, Universitas Katolik Parahyangan",17,https://scholar.google.com/citations?hl=en&user=mKGXpUUAAAAJ
SFO_7EQAAAAJ,Safina Meilia,Universitas Katolik Parahyangan,17,https://scholar.google.com/citations?hl=en&user=SFO_7EQAAAAJ
jxNnWPMAAAAJ,Verawati Suryaputra,Universitas Katolik Parahyangan,16,https://scholar.google.com/citations?hl=en&user=jxNnWPMAAAAJ
PkN817cAAAAJ,"Elaine Vashti Bestari Kustedja, SE, MA","Liberal Arts Department, Parahyangan Catholic University",16,https://scholar.google.com/citations?hl=en&user=PkN817cAAAAJ
ZO8Q_7kAAAAJ,Caecilia Wijayaputri,"History and Theory, Parahyangan Catholic University",16,https://scholar.google.com/citations?hl=en&user=ZO8Q_7kAAAAJ
YXgxWrUAAAAJ,Elisati Hulu,"Lecturer of Informatics, Parahyangan Catholic University",16,https://scholar.google.com/citations?hl=en&user=YXgxWrUAAAAJ
QwxUqagAAAAJ,Ridwan Hendra,Parahyangan Catholic University,16,https://scholar.google.com/citations?hl=en&user=QwxUqagAAAAJ
6OrtHUUAAAAJ,Timothy Andrianus Philemon,Parahyangan Catholic University,16,https://scholar.google.com/citations?hl=en&user=6OrtHUUAAAAJ
ZThjabUAAAAJ,Glenn Adriel Adiguna,Parahyangan Catholic University,16,https://scholar.google.com/citations?hl=en&user=ZThjabUAAAAJ
FUlbwSoAAAAJ,Martinus Yuwana Marjuka,Universitas Katolik Parahyangan,16,https://scholar.google.com/citations?hl=en&user=FUlbwSoAAAAJ
FArjE5wAAAAJ,Hafizullah Mosavi,"MBA Student, Katolik Parahyangan University",16,https://scholar.google.com/citations?hl=en&user=FArjE5wAAAAJ
ifIQxHAAAAAJ,Muhammad Maulana,Universitas Katolik Parahyangan,16,https://scholar.google.com/citations?hl=en&user=ifIQxHAAAAAJ
sspWwOoAAAAJ,Jonathan Hans Yoas,Universitas Katolik Parahyangan,15,https://scholar.google.com/citations?hl=en&user=sspWwOoAAAAJ
4yav0AQAAAAJ,Aflizal Arafianto,Universitas Katolik Parahyangan,15,https://scholar.google.com/citations?hl=en&user=4yav0AQAAAAJ
mppT1ukAAAAJ,Fransiskus Ransus,Universitas Katolik Parahyangan Bandung,15,https://scholar.google.com/citations?hl=en&user=mppT1ukAAAAJ
YvSZzbgAAAAJ,Nancy Yusnita Nugroho,Universitas Katolik Parahyangan,14,https://scholar.google.com/citations?hl=en&user=YvSZzbgAAAAJ
FovJSz8AAAAJ,Buen Sian,"Lecture of Civil Engineering, Universitas Katolik Parahyangan",14,https://scholar.google.com/citations?hl=en&user=FovJSz8AAAAJ
EUJMPFMAAAAJ,Enrico Nirwan Histanto,"Dosen Studio Perancangan Arsitektur, Dosen Struktur Dasar, Dosen Perumahan …",14,https://scholar.google.com/citations?hl=en&user=EUJMPFMAAAAJ
DB70KBQAAAAJ,Sandra Faninda,Universitas Katolik Parahyangan,14,https://scholar.google.com/citations?hl=en&user=DB70KBQAAAAJ
r09OvaoAAAAJ,Kristopher David Harjono,Universitas Katolik Parahyangan,13,https://scholar.google.com/citations?hl=en&user=r09OvaoAAAAJ
Qp9GW6sAAAAJ,Grace Juanita,Parahyangan Catholic University,13,https://scholar.google.com/citations?hl=en&user=Qp9GW6sAAAAJ
w2mMIo0AAAAJ,Jonathan Chandra,Universitas Katolik Parahyangan,13,https://scholar.google.com/citations?hl=en&user=w2mMIo0AAAAJ
1choqhsAAAAJ,Andi Kumala Sakti,"Lecturer of Architecture Department, Parahyangan Catholic University",13,https://scholar.google.com/citations?hl=en&user=1choqhsAAAAJ
1EYpGRMAAAAJ,Meidila Anggita,Parahyangan Catholic University,13,https://scholar.google.com/citations?hl=en&user=1EYpGRMAAAAJ
f6CEPlsAAAAJ,Ivantia Savitri Mokoginta,Universitas Katolik Parahyangan,12,https://scholar.google.com/citations?hl=en&user=f6CEPlsAAAAJ
bsKTxFkAAAAJ,Ignatius Eddy Putranto,Parahyangan Catholic University Bandung Indonesia,12,https://scholar.google.com/citations?hl=en&user=bsKTxFkAAAAJ
er2CxoQAAAAJ,Albert MPL Tobing,"Lecturer of Business Administration, Parahyangan Catholic University",12,https://scholar.google.com/citations?hl=en&user=er2CxoQAAAAJ
G9nTAkkAAAAJ,Patricia Hartieni,Parahyangan Catholic University,12,https://scholar.google.com/citations?hl=en&user=G9nTAkkAAAAJ
zxTVHxkAAAAJ,Kevin Grahadian,Parahyangan Catholic University,12,https://scholar.google.com/citations?hl=en&user=zxTVHxkAAAAJ
50fT9kQAAAAJ,Dr. Ig. Eddy Putranto,"Universitas Katolik Parahyangan, Bandung, Indonesia",11,https://scholar.google.com/citations?hl=en&user=50fT9kQAAAAJ
hykuLa8AAAAJ,Vrameswari Omega Wati,Universitas Katolik Parahyangan,11,https://scholar.google.com/citations?hl=en&user=hykuLa8AAAAJ
YSfcOiQAAAAJ,Yacobus Ari Respati,"Lecturer of Liberal Arts, Universitas Katolik Parahyangan",11,https://scholar.google.com/citations?hl=en&user=YSfcOiQAAAAJ
FYjMyDkAAAAJ,R. Ismadi Santoso Bekti,Universitas Katolik Parahyangan,11,https://scholar.google.com/citations?hl=en&user=FYjMyDkAAAAJ
if7zXpYAAAAJ,Rizky Reza Fauzi,"Junior Associate Professor of Mathematics, Parahyangan Catholic University",11,https://scholar.google.com/citations?hl=en&user=if7zXpYAAAAJ
PI57FucAAAAJ,Adrianus Harsawaskita,Dosen Universitas Katolik Parahyangan,10,https://scholar.google.com/citations?hl=en&user=PI57FucAAAAJ
qlmLzuoAAAAJ,"Theodora Pritadianing Saputri, SH, LL.M",Parahyangan Catholic University,10,https://scholar.google.com/citations?hl=en&user=qlmLzuoAAAAJ
5qd1dzwAAAAJ,Clara Theresia,,10,https://scholar.google.com/citations?hl=en&user=5qd1dzwAAAAJ
9pij_Y0AAAAJ,Valerianus Beatae Jehanu,"Lecturer, Faculty of Law, Parahyangan Catholic University, Bandung - Indonesia",10,https://scholar.google.com/citations?hl=en&user=9pij_Y0AAAAJ
ODJNRogAAAAJ,Arfin Arfin,Universitas Katolik Parahyangan,10,https://scholar.google.com/citations?hl=en&user=ODJNRogAAAAJ
DIrk9iIAAAAJ,Fauzi Hadi Al Amri,"Graduate Student, Master of Law, Parahyangan Catholic University",10,https://scholar.google.com/citations?hl=en&user=DIrk9iIAAAAJ
LJN11MgAAAAJ,Priscilla Anastasya Br Bangun,Universitas Katolik Parahyangan,10,https://scholar.google.com/citations?hl=en&user=LJN11MgAAAAJ
YJmBowEAAAAJ,Yohanes Andika Tjitrajaya,"Lecturer in Development Economics Department, Parahyangan Catholic University",10,https://scholar.google.com/citations?hl=en&user=YJmBowEAAAAJ
VnVRm0IAAAAJ,Bagus Fauzan,Faculty of Law,10,https://scholar.google.com/citations?hl=en&user=VnVRm0IAAAAJ
0_raFkgAAAAJ,Hubertus Hasan,Universitas Katolik Parahyangan,9,https://scholar.google.com/citations?hl=en&user=0_raFkgAAAAJ
MbYtbFYAAAAJ,Kian Ming,Universitas Katolik Parahyangan,9,https://scholar.google.com/citations?hl=en&user=MbYtbFYAAAAJ
_5L_KdEAAAAJ,Irma Subagio,Universitas Katolik Parahyangan,9,https://scholar.google.com/citations?hl=en&user=_5L_KdEAAAAJ
50-P_v8AAAAJ,Gregorios Yogas Sundara,Universitas Katolik Parahyangan,9,https://scholar.google.com/citations?hl=en&user=50-P_v8AAAAJ
IuixPawAAAAJ,Angga Sasmitapura,Universitas Katolik Parahyangan,9,https://scholar.google.com/citations?hl=en&user=IuixPawAAAAJ
qFGCm5IAAAAJ,Anna Anindita Nur Pustika,Universitas Katolik Parahyangan,9,https://scholar.google.com/citations?hl=en&user=qFGCm5IAAAAJ
DvG9TNMAAAAJ,Damajanti Tanumihardja,Universitas Katolik Parahyangan,9,https://scholar.google.com/citations?hl=en&user=DvG9TNMAAAAJ
EVf8WmsAAAAJ,Topik Mulyana,Universitas Katolik Parahyangan,9,https://scholar.google.com/citations?hl=en&user=EVf8WmsAAAAJ
xn9xvFUAAAAJ,Dewi Mariana,Universitas Katolik Parahyangan,8,https://scholar.google.com/citations?hl=en&user=xn9xvFUAAAAJ
L-Yjc0EAAAAJ,Daniel Karim,Parahyangan Catholic University,8,https://scholar.google.com/citations?hl=en&user=L-Yjc0EAAAAJ
q4CbNd4AAAAJ,Probowo Erawan Sastroredjo,"University of Leicester, Parahyangan Catholic University",8,https://scholar.google.com/citations?hl=en&user=q4CbNd4AAAAJ
sH6cmWgAAAAJ,Giandi Kartasasmita,"Department of International Relations, Parahyangan Catholic University",8,https://scholar.google.com/citations?hl=en&user=sH6cmWgAAAAJ
_YRUMC8AAAAJ,Ignasius Loyola Adhi Bhaskara,Universitas Katolik Parahyangan,8,https://scholar.google.com/citations?hl=en&user=_YRUMC8AAAAJ
6qf9A48AAAAJ,Astri Amanda,Universitas Katolik Parahyangan,8,https://scholar.google.com/citations?hl=en&user=6qf9A48AAAAJ
-xaMylIAAAAJ,Kenny Dewi Krisdiany Harahap,Universitas Katolik Parahyangan,8,https://scholar.google.com/citations?hl=en&user=-xaMylIAAAAJ
4hldYbYAAAAJ,Ulfi Audria,,8,https://scholar.google.com/citations?hl=en&user=4hldYbYAAAAJ
o_zoIg4AAAAJ,Anna Fidelia Elly Erawaty,Universitas Katolik Parahyangan,8,https://scholar.google.com/citations?hl=en&user=o_zoIg4AAAAJ
MCXP8c8AAAAJ,Pascal Alfadian Nugroho,Universitas Katolik Parahyangan,7,https://scholar.google.com/citations?hl=en&user=MCXP8c8AAAAJ
mrgkMd8AAAAJ,Yosefa Yosefa,Universitas Katolik Parahyangan,7,https://scholar.google.com/citations?hl=en&user=mrgkMd8AAAAJ
V1Agu10AAAAJ,Liona Nanang Supriatna,Fakultas Hukum Universitas Katolik Parahyangan,7,https://scholar.google.com/citations?hl=en&user=V1Agu10AAAAJ
Bilg0ZEAAAAJ,Aditya Bagoes Saputra,"Telkom University, Parahyangan Catholic University",7,https://scholar.google.com/citations?hl=en&user=Bilg0ZEAAAAJ
_0rnwEcAAAAJ,Ivantia Savitri Mokoginta,Ekonomi,7,https://scholar.google.com/citations?hl=en&user=_0rnwEcAAAAJ
Z1tVmq0AAAAJ,Bahtiar JM Tumanggor,Universitas Katolik Parahyangan,7,https://scholar.google.com/citations?hl=en&user=Z1tVmq0AAAAJ
6Igmp8AAAAAJ,Stephen Sanjaya Budi,"Bachelor of Industrial Engineering, Parahyangan Catholic University",7,https://scholar.google.com/citations?hl=en&user=6Igmp8AAAAAJ
zDzkQMMAAAAJ,Rinda Angghita Putri,"Lecturer, Universitas Katolik Parahyangan",7,https://scholar.google.com/citations?hl=en&user=zDzkQMMAAAAJ
eou3U1kAAAAJ,Budi Tjahja Halim,"Universitas Katolik Parahyangan, STAKATN Pontianak",7,https://scholar.google.com/citations?hl=en&user=eou3U1kAAAAJ
l5oBxv8AAAAJ,andre bahariyanto,Parahyangan Catholic University,7,https://scholar.google.com/citations?hl=en&user=l5oBxv8AAAAJ
RyRi7EAAAAAJ,Ahmad Aswin Masudi,Parahyangan Catholic University,6,https://scholar.google.com/citations?hl=en&user=RyRi7EAAAAAJ
gvSo69IAAAAJ,Probowo Erawan Sastroredjo,"Lecturer, Parahyangan Catholic University",6,https://scholar.google.com/citations?hl=en&user=gvSo69IAAAAJ
WYfndWIAAAAJ,Susana Ani Berliyanti,Universitas Katolik Parahyangan,6,https://scholar.google.com/citations?hl=en&user=WYfndWIAAAAJ
NbiMPikAAAAJ,Riston Situmorang,"Lecturer in Liturgy and Latin, Parahyangan Catholic University",6,https://scholar.google.com/citations?hl=en&user=NbiMPikAAAAJ
P0LMo9wAAAAJ,Angela Teressia,Universitas Katolik Parahyangan,6,https://scholar.google.com/citations?hl=en&user=P0LMo9wAAAAJ
8L1o0T8AAAAJ,Bimo Pragilaksono,,6,https://scholar.google.com/citations?hl=en&user=8L1o0T8AAAAJ
aklR5O8AAAAJ,Anggie Siti Perdani,Universitas Katolik Parahyangan,6,https://scholar.google.com/citations?hl=en&user=aklR5O8AAAAJ
vOPIZ-cAAAAJ,Benediktus Hasiholan Gultom,Universitas Katolik Parahyangan,6,https://scholar.google.com/citations?hl=en&user=vOPIZ-cAAAAJ
WElofaAAAAAJ,Henrycus Napitsunargo,"Fakultas Filsafat, Universitas Katolik Parahyangan",6,https://scholar.google.com/citations?hl=en&user=WElofaAAAAAJ
0sbhsicAAAAJ,Rumiati Rosaline Tobing,universitas katolik parahyangan,5,https://scholar.google.com/citations?hl=en&user=0sbhsicAAAAJ
XxhUSIoAAAAJ,Raymond Chandra Putra,Universitas Katolik Parahyangan,5,https://scholar.google.com/citations?hl=en&user=XxhUSIoAAAAJ
gyXwjzMAAAAJ,Michael Michael,Universitas Katolik Parahyangan and Open Universiteit of The Netherlands,5,https://scholar.google.com/citations?hl=en&user=gyXwjzMAAAAJ
GoEB1CsAAAAJ,Anna F Poerbonegoro,"Parahyangan Catholic University, Colorado State University",5,https://scholar.google.com/citations?hl=en&user=GoEB1CsAAAAJ
EUlEm_sAAAAJ,Joko Pranowo,Universitas Katolik Parahyangan,5,https://scholar.google.com/citations?hl=en&user=EUlEm_sAAAAJ
jFAIhScAAAAJ,Ely Elprida Sigiro,Universitas Katolik Parahyangan,5,https://scholar.google.com/citations?hl=en&user=jFAIhScAAAAJ
MB-_UnIAAAAJ,M. Dafnis Fazlur R.,Universitas Katolik Parahyangan,5,https://scholar.google.com/citations?hl=en&user=MB-_UnIAAAAJ
xcpbqnIAAAAJ,David Cariera Napitupulu,,5,https://scholar.google.com/citations?hl=en&user=xcpbqnIAAAAJ
64XKnEMAAAAJ,Devinsa Aurelle,"Mahasiswa, Universitas Katolik Parahyangan",5,https://scholar.google.com/citations?hl=en&user=64XKnEMAAAAJ
7QVFGYMAAAAJ,Winardi Emmanuel Setiawan,Universitas Katolik Parahyangan,5,https://scholar.google.com/citations?hl=en&user=7QVFGYMAAAAJ
tBBjQMkAAAAJ,Yosephine Debbie Damayanti,"Dosen Kimia, Universitas Katolik Parahyangan",5,https://scholar.google.com/citations?hl=en&user=tBBjQMkAAAAJ
-5hA4HkAAAAJ,KURNIATI DAMERIA,Parahyangan Catholic University,5,https://scholar.google.com/citations?hl=en&user=-5hA4HkAAAAJ
nWmxo4cAAAAJ,Maria Yulita Trida Tahu,"Institut Teknologi Bandung, Universitas Katolik Parahyangan",5,https://scholar.google.com/citations?hl=en&user=nWmxo4cAAAAJ
hq6JmIUAAAAJ,Flaviana Flaviana,Parahyangan Catholic University,4,https://scholar.google.com/citations?hl=en&user=hq6JmIUAAAAJ
hnVaVNEAAAAJ,Astrid Soraya Ariani,Parahyangan Catholic University,4,https://scholar.google.com/citations?hl=en&user=hnVaVNEAAAAJ
yf7eFj4AAAAJ,Moses William Yuwono,Universitas Katolik Parahyangan,4,https://scholar.google.com/citations?hl=en&user=yf7eFj4AAAAJ
BPz-TTMAAAAJ,Sisi Nova Rizkiani,"Lecturer, Parahyangan Catholic Universiti",4,https://scholar.google.com/citations?hl=en&user=BPz-TTMAAAAJ
IZwl3Z0AAAAJ,Adrianus Tirta,"Lecturer, Business Administration, Parahyangan Catholic University",4,https://scholar.google.com/citations?hl=en&user=IZwl3Z0AAAAJ
tc4hNPAAAAAJ,Jeffri Yosep Simanjorang,Parahyangan Catholic University,4,https://scholar.google.com/citations?hl=en&user=tc4hNPAAAAAJ
h8EC5wEAAAAJ,Yoopie Setiawan,Universitas Katolik Parahyangan,4,https://scholar.google.com/citations?hl=en&user=h8EC5wEAAAAJ
K_TajOoAAAAJ,Fransiskus Xaverius Supriyono,universitas katolik parahyangan,4,https://scholar.google.com/citations?hl=en&user=K_TajOoAAAAJ
fOC4DPsAAAAJ,Elza Fransisca,Universitas Katolik Parahyangan,4,https://scholar.google.com/citations?hl=en&user=fOC4DPsAAAAJ
gZClKsQAAAAJ,Giovano Alberto,"Lecturer of Industrial Engineering, Universitas Katolik Parahyangan",4,https://scholar.google.com/citations?hl=en&user=gZClKsQAAAAJ
QJ-xKQsAAAAJ,Rieka Aprilia Tanuy,Universitas Katolik Parahyangan,4,https://scholar.google.com/citations?hl=en&user=QJ-xKQsAAAAJ
eB8bnWUAAAAJ,cinthya yunan,Parahyangan Catholic University,4,https://scholar.google.com/citations?hl=en&user=eB8bnWUAAAAJ
3x5tjz8AAAAJ,"Williams Oey, SH, LL.M.","Lecturer, Faculty of Law, Parahyangan Catholic University, Bandung - Indonesia",4,https://scholar.google.com/citations?hl=en&user=3x5tjz8AAAAJ
5XQCm8sAAAAJ,Ilva Nurfitriati,UNPAR BANDUNG,4,https://scholar.google.com/citations?hl=en&user=5XQCm8sAAAAJ
ULEd05MAAAAJ,Adinda Oktaviani Rachdian,Parahyangan Catholic University,4,https://scholar.google.com/citations?hl=en&user=ULEd05MAAAAJ
TOX5PX0AAAAJ,Christina Ester Manthalina Hutabarat,Universitas Katolik Parahyangan,4,https://scholar.google.com/citations?hl=en&user=TOX5PX0AAAAJ
rZchB60AAAAJ,Edy Panca Wibowo,Universitas Katolik Parahyangan,4,https://scholar.google.com/citations?hl=en&user=rZchB60AAAAJ
365-SEQAAAAJ,Beby Nurtesha Putri,,4,https://scholar.google.com/citations?hl=en&user=365-SEQAAAAJ
3A6Ug6gAAAAJ,Michelle Handoko,Universitas Katolik Parahyangan,4,https://scholar.google.com/citations?hl=en&user=3A6Ug6gAAAAJ
ZM3yey8AAAAJ,Rismawati,"Dosen Fakultas Hukum, Universitas Katolik Parahyangan",3,https://scholar.google.com/citations?hl=en&user=ZM3yey8AAAAJ
fbPsCHgAAAAJ,Melania Lintang Kenisah,Universitas Katolik Parahyangan,3,https://scholar.google.com/citations?hl=en&user=fbPsCHgAAAAJ
EjHJl2UAAAAJ,Debiana Dewi Sudradjat,"Lecturer of Law, Universitas Katolik Parahyangan",3,https://scholar.google.com/citations?hl=en&user=EjHJl2UAAAAJ
wI6Z7e0AAAAJ,"Kurniasih, M.Hum",Universitas Katolik Parahyangan,3,https://scholar.google.com/citations?hl=en&user=wI6Z7e0AAAAJ
yyW3E0AAAAAJ,Riston Situmorang,OSC,3,https://scholar.google.com/citations?hl=en&user=yyW3E0AAAAAJ
l3W2Y80AAAAJ,Ronald Sebastian,"Staff Administration, Parahyangan Catholic University",3,https://scholar.google.com/citations?hl=en&user=l3W2Y80AAAAJ
TjJknf8AAAAJ,Marcella Alifia Kuswana Putri,Universitas Katolik Parahyangan,3,https://scholar.google.com/citations?hl=en&user=TjJknf8AAAAJ
KChFiXIAAAAJ,Didacus Pindho Bismoko,"Staff, Parahyangan Catholic University",3,https://scholar.google.com/citations?hl=en&user=KChFiXIAAAAJ
TwY-gQwAAAAJ,Christina Ester MH,"Dosen FKIP, Universitas Katolik Parahyangan",3,https://scholar.google.com/citations?hl=en&user=TwY-gQwAAAAJ
KL-uERgAAAAJ,"Shinta Mustikarini SE , M.Si.",Business Administration Lecturer,3,https://scholar.google.com/citations?hl=en&user=KL-uERgAAAAJ
rb02YQkAAAAJ,Kharisma Khalida Arifin,Universitas Katholik Parahyangan,3,https://scholar.google.com/citations?hl=en&user=rb02YQkAAAAJ
65Uwe9kAAAAJ,Galuh Kresnadian Tedjawinata,Parahyangan Catholic University,3,https://scholar.google.com/citations?hl=en&user=65Uwe9kAAAAJ
P2RcpK4AAAAJ,AYU FITRI CAMELIA,"Master of Social Science, Parahyangan Catholic University",3,https://scholar.google.com/citations?hl=en&user=P2RcpK4AAAAJ
RdqHPGgAAAAJ,D Jukarna,"Lecture at Prodi Pendidikan Fisika, FKIP UNPAR",3,https://scholar.google.com/citations?hl=en&user=RdqHPGgAAAAJ
cP6DhhkAAAAJ,Viktorianus Mahendra Da Lopez,"Universitas Nusa Cendana, Universitas Pasundan, Universitas Katolik Parahyangan",3,https://scholar.google.com/citations?hl=en&user=cP6DhhkAAAAJ
2NfVfXIAAAAJ,Nicolas Wianto,Graduate Student at Parahyangan Catholic University,3,https://scholar.google.com/citations?hl=en&user=2NfVfXIAAAAJ
y0YqZEkAAAAJ,Frisca Ayu Desi Widyaningrum,"English Language Education Study Program, Universitas Katolik Parahyangan",3,https://scholar.google.com/citations?hl=en&user=y0YqZEkAAAAJ
0NIvY1EAAAAJ,F. Leonardo Kiloiz Efraim Petto,"Universitas Katolik Parahyangan, Bandung",3,https://scholar.google.com/citations?hl=en&user=0NIvY1EAAAAJ
xujLvTwAAAAJ,Roni Tua,Universitas Katolik Parahyangan,3,https://scholar.google.com/citations?hl=en&user=xujLvTwAAAAJ
CDBSmJIAAAAJ,Bayu Seto Hardjowahono,"Doctor in Private International Law, Parahyangan Catholic University",2,https://scholar.google.com/citations?hl=en&user=CDBSmJIAAAAJ
KUrzhOwAAAAJ,Husnul Hakim,Parahyangan Catholic University,2,https://scholar.google.com/citations?hl=en&user=KUrzhOwAAAAJ
FUk12wYAAAAJ,Benny Gunawan Hung,"Graduate Civil Engineering Student, Parahyangan Catholik University",2,https://scholar.google.com/citations?hl=en&user=FUk12wYAAAAJ
TTfbrhRcVQIC,Dimas Hartawan Wicaksono,Universitas Katolik Parahyangan,2,https://scholar.google.com/citations?hl=en&user=TTfbrhRcVQIC
-GWiCuIAAAAJ,Sebastian Standiklaus,Magister Student at Parahyangan Catholic University,2,https://scholar.google.com/citations?hl=en&user=-GWiCuIAAAAJ
oI0IhfMAAAAJ,Bregas Vikri Prayuko,Lecturer in Dept. of Architecture of Parahyangan Catholic University,2,https://scholar.google.com/citations?hl=en&user=oI0IhfMAAAAJ
Uti6QnYAAAAJ,Fransiska Anita Subari,Universitas Katolik Parahyangan,2,https://scholar.google.com/citations?hl=en&user=Uti6QnYAAAAJ
O-07ROwAAAAJ,Eunike MA Samodra,Tenaga Pengajar,2,https://scholar.google.com/citations?hl=en&user=O-07ROwAAAAJ
yqwhu6gAAAAJ,Janto Vincent Sulungbudi,"Head of Laboratory, Parahyangan Catholic University",2,https://scholar.google.com/citations?hl=en&user=yqwhu6gAAAAJ
klpE_NMAAAAJ,JASSON ADITYA SUDRAJAT,Parahyangan Catholic University,2,https://scholar.google.com/citations?hl=en&user=klpE_NMAAAAJ
weofubEAAAAJ,Robby,Parahyangan Catholic University,2,https://scholar.google.com/citations?hl=en&user=weofubEAAAAJ
B9zH2I0AAAAJ,Raymond Christian,,2,https://scholar.google.com/citations?hl=en&user=B9zH2I0AAAAJ
lZrGp_QAAAAJ,Yuliana Maria Mediatrix,Universitas Katolik Parahyangan,2,https://scholar.google.com/citations?hl=en&user=lZrGp_QAAAAJ
DEt6l-0AAAAJ,Flaviana Catherine,Parahyangan University,1,https://scholar.google.com/citations?hl=en&user=DEt6l-0AAAAJ
5RAldUwAAAAJ,Gina Ningsih Yuwono,Universitas Katolik Parahyangan,1,https://scholar.google.com/citations?hl=en&user=5RAldUwAAAAJ
AIryJ34AAAAJ,Maria Anestasia,Parahyangan Catholic University,1,https://scholar.google.com/citations?hl=en&user=AIryJ34AAAAJ
